FirstIndex	LastIndex	PatternSize	CopyNumber	Score
19982234	19982292	5	12,000000	66
19982258	19982297	19	2,105263	80
19985843	19985881	17	2,352941	53
19986373	19986412	16	2,500000	55
19988214	19988246	17	2,000000	59
19988545	19988595	25	2,160000	72
19993155	19993215	32	1,906250	95
19993538	19993575	17	2,352941	62
19999895	19999959	30	2,258065	73
20000170	20000209	20	2,000000	80
20008595	20008651	26	2,285714	66
20010005	20010031	13	2,076923	54
20015230	20015276	2	24,500000	71
20015230	20015276	11	4,454545	80
20017197	20017319	62	1,983871	219
20017691	20017741	27	1,962963	79
20017900	20017924	12	2,083333	50
20019988	20020030	19	2,263158	68
20024653	20024682	10	2,909091	51
20025270	20025317	25	1,960000	62
20035748	20035830	42	1,976190	157
20036380	20036408	2	14,500000	58
20036509	20036550	16	2,764706	54
20038253	20038308	24	2,360000	87
20038540	20038570	16	1,937500	53
20039076	20039128	16	3,277778	54
20039182	20039241	26	2,384615	79
20039368	20039439	31	2,354839	92
20042199	20042236	18	2,222222	62
20042266	20042304	21	1,904762	71
20044768	20044802	18	2,000000	54
20047000	20047062	29	2,241379	76
20047043	20047071	6	4,833333	58
20047447	20047475	6	4,833333	58
20049055	20049105	16	3,437500	56
20049057	20049104	21	2,380952	64
20049928	20049985	16	3,400000	55
20049941	20049983	21	2,142857	63
20049971	20050034	28	2,333333	69
20050659	20050705	23	2,043478	67
20050664	20050697	13	2,615385	59
20060213	20060351	70	1,985714	278
20060242	20060268	2	13,500000	54
20060312	20060338	2	13,500000	54
20064417	20064481	30	2,166667	121
20065706	20065740	17	2,058824	70
20067238	20067365	46	2,808511	161
20067929	20067995	31	2,225806	84
20070668	20070717	17	2,900000	59
20070686	20070728	15	2,823529	52
20070869	20071034	79	2,101266	314
20071013	20071091	15	5,294117	63
20071013	20071116	20	5,190476	93
20073516	20073549	3	11,333333	68
20091553	20091817	66	4,014084	297
20097348	20097407	15	3,800000	52
20097360	20097407	15	3,055556	53
20097614	20097664	21	2,523809	70
20097614	20097657	10	4,363636	54
20097614	20097705	25	3,703704	71
20097646	20097702	21	2,809524	73
20104154	20104182	13	2,307692	51
20107140	20107209	34	2,058824	131
20109336	20109378	16	2,812500	63
20109492	20109560	21	3,428571	63
20119189	20119233	23	1,956522	81
20119785	20119814	16	1,937500	53
20121479	20121517	14	2,750000	53
20121480	20121514	14	2,500000	52
20125889	20125955	32	2,218750	79
20125891	20125955	31	2,225806	75
20129798	20129854	28	2,035714	114
20129808	20129854	15	3,312500	55
20130555	20130803	126	2,000000	432
20134319	20134386	27	2,629630	88
20134338	20134382	24	1,916667	74
20134338	20134391	23	2,384615	67
20134958	20135009	26	2,000000	104
20135892	20135920	14	2,071429	58
20136482	20136518	6	6,166667	74
20140971	20141016	23	2,086957	69
20141905	20141957	22	2,409091	79
20142139	20142182	22	2,000000	88
20142257	20142298	22	2,045455	54
20142982	20143022	20	2,050000	73
20143721	20143751	9	3,555556	55
20147213	20147519	36	8,400000	241
20147248	20147410	86	1,918605	267
20147287	20147381	48	2,000000	165
20147336	20147553	69	3,154930	278
20147336	20147553	34	6,378378	249
20147609	20147666	24	2,416667	71
20148174	20148209	18	2,000000	54
20148182	20148236	28	1,964286	92
20152077	20152477	36	11,447369	443
20152524	20152581	24	2,416667	89
20152903	20152941	14	2,687500	51
20152913	20152938	5	5,200000	52
20156649	20156804	39	3,976191	181
20157154	20157186	17	1,941176	66
20157576	20157625	20	2,571429	50
20158967	20159010	24	1,916667	65
20163764	20163874	56	2,000000	206
20166749	20166789	16	2,705882	52
20167096	20167136	21	2,000000	57
20169629	20169658	15	2,000000	60
20172347	20172446	35	2,916667	152
20175121	20175167	16	2,944444	53
20186271	20186320	25	2,000000	100
20198203	20198278	32	2,468750	95
20198453	20198505	17	3,235294	56
20199624	20199697	30	2,466667	103
20200823	20200860	6	6,000000	58
20204551	20204675	3	41,666668	241
20206970	20207042	38	1,921053	110
20207255	20207281	13	2,076923	54
20211575	20211715	72	1,958333	273
20228293	20228666	206	1,815534	748
20229494	20229537	22	2,000000	70
20231591	20231640	3	16,666666	100
20236363	20236423	31	1,967742	113
20241689	20241770	41	2,000000	155
20246551	20246582	15	2,133333	64
20246832	20246893	33	1,909091	108
20257051	20257120	30	2,366667	124
20257051	20257129	29	2,718750	108
20260467	20260519	18	2,952381	58
20273363	20273404	23	1,913043	70
20273707	20273759	11	4,428571	52
20273707	20273759	24	2,240000	63
20273717	20273759	4	11,000000	52
20273718	20273754	19	1,947368	56
20273799	20273847	19	2,631579	55
20274918	20274970	10	5,076923	56
20281723	20281777	26	2,115385	92
20281723	20281794	26	2,777778	83
20282894	20282932	21	1,952381	64
20283560	20283594	3	11,666667	70
20284386	20284430	17	2,611111	63
20285219	20285264	24	2,000000	69
20285230	20285320	22	4,038462	78
20288749	20288817	24	2,846154	104
20290631	20290669	16	2,500000	53
20291071	20291147	5	15,666667	52
20291317	20291359	22	1,954545	59
20291509	20291535	14	1,928571	54
20291606	20291677	22	3,347826	67
20291610	20291683	21	3,458333	78
20291646	20291709	24	2,642857	60
20297315	20297473	79	2,025316	302
20297667	20297746	3	26,666666	160
20301942	20302009	32	2,125000	118
20304540	20304653	58	1,982759	221
20305196	20305281	3	28,666666	172
20317590	20317638	22	2,227273	98
20317864	20317902	21	1,952381	55
20325219	20325282	26	2,461539	119
20328511	20328555	23	1,956522	81
20328576	20328621	24	2,000000	60
20328756	20328805	25	2,080000	59
20328809	20328874	33	2,000000	114
20328819	20328874	19	3,210526	59
20329095	20329124	14	2,214286	53
20329164	20329197	16	2,125000	50
20330483	20330564	22	3,782609	69
20330494	20330560	22	3,090909	64
20331642	20331865	66	3,382353	342
20332630	20332682	26	2,038461	106
20333472	20333561	47	1,914894	162
20335015	20335057	18	2,444444	61
20335782	20335819	19	2,000000	76
20337207	20337259	26	2,038461	106
20337513	20337632	28	4,400000	144
20337541	20337645	57	1,894737	135
20338041	20338117	3	25,666666	145
20348839	20349011	21	8,173913	150
20348839	20349011	42	4,090909	231
20365787	20365818	15	2,133333	55
20373701	20373825	62	2,016129	214
20374664	20374700	17	2,294118	51
20379324	20379381	26	2,346154	77
20379893	20379952	22	2,720000	70
20379894	20379932	12	3,230769	53
20379894	20379943	25	2,080000	77
20387327	20387396	30	2,333333	131
20397516	20397540	2	12,500000	50
20397588	20397643	23	2,458333	78
20397691	20397787	49	2,000000	151
20400511	20400568	25	2,384615	75
20400555	20400621	20	3,454545	52
20400617	20400665	21	2,333333	71
20401552	20401587	13	2,846154	56
20401577	20401678	27	3,750000	77
20401594	20401647	16	3,625000	71
20401596	20401639	14	3,066667	61
20401608	20401683	24	3,111111	93
20405726	20405754	9	3,222222	58
20406323	20406361	2	20,500000	55
20409269	20409345	30	2,606061	70
20409276	20409317	21	2,190476	56
20409283	20409350	33	2,121212	86
20413117	20413168	26	2,000000	95
20416013	20416046	15	2,333333	52
20418608	20418648	20	2,050000	55
20420527	20420557	2	15,500000	62
20421831	20421860	13	2,307692	51
20422997	20423061	20	3,136364	67
20423237	20423312	37	2,054054	143
20425233	20425292	28	2,214286	88
20430073	20430136	27	2,379310	85
20430824	20430864	12	3,133333	55
20435773	20435807	7	5,000000	54
20438188	20438223	16	2,250000	54
20440306	20440387	32	2,593750	94
20440601	20440654	19	2,809524	56
20440787	20440972	103	1,805825	363
20446111	20446144	2	17,000000	68
20451943	20451975	3	11,333333	59
20458312	20458364	28	1,964286	74
20459183	20459241	24	2,500000	68
20459184	20459235	24	2,250000	72
20459185	20459235	23	2,260870	68
20460605	20460643	20	2,000000	71
20467755	20467819	3	20,250000	58
20467758	20467816	13	4,538462	100
20467856	20467930	18	4,157895	116
20468120	20468145	13	2,000000	52
20468633	20468660	2	14,000000	56
20469731	20469781	25	2,280000	60
20475303	20475472	84	2,023809	322
20475790	20475832	19	2,350000	54
20477242	20477268	13	2,076923	54
20482483	20482651	85	2,000000	268
20484792	20484820	2	15,000000	51
20485132	20485184	29	1,931034	67
20485653	20485709	3	19,333334	107
20497033	20497073	22	1,909091	75
20497034	20497073	10	3,909091	62
20497347	20497384	20	1,900000	58
20497825	20497867	21	2,047619	59
20498126	20498179	27	2,037037	74
20498177	20498211	2	18,000000	54
20499669	20499703	18	2,000000	54
20501568	20501604	13	2,846154	65
20505185	20505298	35	3,153846	167
20505649	20505793	52	2,788461	290
20508202	20508332	66	2,015152	212
20511423	20511476	26	2,076923	72
20518290	20518368	3	26,333334	140
20520606	20520657	20	2,750000	74
20520900	20520948	23	2,260870	59
20523722	20523955	68	3,455882	272
20528163	20528192	3	10,000000	51
20529327	20529357	1	31,000000	62
20530861	20530926	21	3,090909	69
20534588	20534623	18	2,000000	63
20534613	20534666	17	3,050000	56
20534699	20534733	13	2,642857	52
20538449	20538531	41	2,024390	148
20539255	20539279	12	2,083333	50
20539445	20539484	15	2,800000	57
20541226	20541380	76	2,012820	283
20545425	20545457	4	8,250000	66
20550362	20550405	23	1,913043	88
20555957	20556002	23	2,086957	69
20559174	20559198	2	12,500000	50
20559998	20560055	31	1,903226	82
20560003	20560087	42	2,071429	147
20574953	20574987	14	2,571429	54
20581153	20581211	27	2,259259	77
20581551	20581617	25	2,692308	91
20584780	20584807	1	28,000000	56
20587569	20587625	23	2,541667	73
20589772	20589833	31	2,032258	90
20590868	20590901	15	2,266667	50
20591524	20591571	3	16,000000	96
20593443	20593579	46	2,978723	195
20599958	20599993	17	2,176471	65
20600380	20600406	14	1,928571	54
20600388	20600482	20	4,520000	77
20600416	20600481	20	3,380952	84
20600429	20600481	19	2,809524	74
20600506	20600582	23	3,259259	77
20600521	20600586	27	2,444444	123
20603147	20603283	46	2,978723	204
20603470	20603671	96	2,173469	220
20604285	20604659	190	1,973684	705
20606550	20606607	3	19,000000	107
20607244	20607287	22	2,000000	88
20607911	20608041	63	2,079365	262
20608513	20608558	19	2,421053	65
20613990	20614057	27	2,518518	118
20614019	20614179	62	2,629032	254
20614088	20614179	27	3,117647	67
20614512	20614634	63	2,000000	162
20614636	20614761	63	2,031746	148
20615598	20615658	26	2,357143	61
20618075	20618126	24	2,208333	70
20618082	20618136	27	2,074074	67
20619175	20619242	33	2,060606	91
20622776	20622817	21	2,000000	84
20622868	20622917	4	12,500000	91
20625057	20625234	58	3,172414	215
20626062	20626135	3	24,666666	148
20629698	20629782	3	28,333334	170
20634203	20634287	3	28,333334	161
20643175	20643206	16	2,000000	55
20644440	20644516	3	25,666666	154
20644861	20645066	110	1,963636	279
20645796	20645821	1	26,000000	52
20646689	20646723	18	1,944444	52
20647521	20647555	18	2,000000	54
20653780	20653820	3	13,666667	82
20653852	20653877	12	2,166667	52
20654486	20654515	13	2,307692	60
20655221	20655259	21	1,904762	62
20665035	20665060	2	13,000000	52
20665397	20665429	13	2,615385	50
20666456	20666498	20	2,150000	86
20670142	20670186	22	2,045455	81
20674360	20674411	18	2,888889	86
20678463	20678493	2	16,000000	55
20680569	20680662	7	13,428572	188
20681283	20681368	7	12,285714	172
20684318	20684537	111	1,981982	431
20686771	20686837	34	1,970588	107
20692308	20692345	13	2,928571	51
20692462	20692531	21	3,333333	131
20692488	20692536	20	2,619048	61
20692553	20692724	93	1,870968	276
20692764	20692798	16	2,187500	52
20692792	20692877	44	2,045455	117
20694779	20694842	18	3,578947	85
20706376	20706442	29	2,310345	125
20708214	20708259	24	1,916667	56
20708247	20708328	33	2,484848	128
20708330	20708412	33	2,571429	100
20711716	20711774	24	2,392857	73
20713117	20713151	16	2,187500	61
20713117	20713152	5	7,000000	54
20714652	20714689	17	2,294118	51
20717106	20717150	23	2,043478	58
20727367	20727425	3	20,000000	111
20728317	20728793	238	2,025210	811
20729723	20729754	14	2,285714	64
20730011	20730061	26	1,961538	75
20730209	20730278	3	23,333334	140
20731189	20731252	3	21,333334	128
20734770	20734796	12	2,250000	54
20735759	20735795	7	5,375000	58
20743784	20743900	59	2,033898	186
20743805	20743896	28	3,218750	71
20744173	20744347	63	2,800000	257
20744173	20744378	63	3,268657	269
20744369	20744451	43	1,930233	103
20745691	20747189	161	9,262569	1341
20745691	20747189	320	4,639437	1345
20752488	20753133	162	3,959302	622
20752655	20753107	163	2,783133	624
20753231	20754592	161	8,294118	946
20753614	20754424	334	2,466077	869
20754888	20755275	169	2,372781	433
20754972	20755275	167	1,874251	419
20754972	20755310	169	2,082840	407
20755315	20756417	163	6,789474	965
20756768	20759080	163	14,111111	1613
20756768	20759080	491	4,708179	1743
20756894	20759080	326	6,683924	1634
20759076	20759914	163	5,156069	719
20759289	20759883	333	1,822823	818
20760110	20761059	163	5,805406	713
20760335	20761028	334	2,119761	804
20761070	20762154	163	6,625698	807
20761070	20762154	324	3,307471	1077
20761209	20761993	163	4,792135	633
20762233	20762753	163	3,190752	443
20762541	20763095	283	1,982332	627
20762885	20763318	163	2,710843	465
20764873	20766118	162	7,636364	1162
20764874	20766118	324	3,816860	1249
20764874	20766118	489	2,554902	1253
20765882	20766401	286	1,839161	647
20766158	20766455	165	1,830303	388
20766515	20767020	280	1,842857	645
20766680	20766904	115	2,008696	255
20766789	20769383	163	16,155441	1768
20767534	20768384	328	2,628319	865
20768485	20768787	153	2,019608	348
20768972	20769863	488	1,860656	1105
20769466	20769947	163	2,959064	476
20769661	20770233	292	1,996575	635
20770278	20771527	162	7,731429	1244
20770282	20771520	490	2,561753	1435
20771254	20771794	277	1,996390	647
20771842	20773623	163	10,935135	1537
20771842	20773546	487	3,488417	1763
20773633	20774145	162	3,140351	471
20774046	20774271	126	1,825397	325
20774161	20774516	163	2,184049	433
20774657	20775551	161	5,582857	705
20775471	20775649	99	1,828283	245
20775689	20776106	163	2,574850	448
20776182	20776942	162	4,695907	637
20776577	20777332	405	1,896296	879
20776976	20777333	166	2,201183	408
20777387	20778130	162	4,610465	760
20777439	20778130	333	2,140718	823
20778198	20778516	124	2,553030	318
20784012	20784356	172	2,098266	398
20784736	20784916	98	1,867347	285
20785254	20785399	72	2,027778	283
20787832	20787875	9	5,000000	54
20787832	20787882	24	2,240000	63
20789175	20789296	68	1,911765	152
20794135	20794921	393	2,000000	1547
20795816	20795850	18	2,000000	54
20808054	20808102	4	12,250000	98
20808313	20808436	65	1,938462	207
20811658	20811686	2	14,500000	58
20815975	20816069	46	2,108696	149
20815989	20816186	39	4,822222	261
20818432	20818464	13	2,538461	66
20821326	20821440	6	19,166666	185
20821326	20821440	9	12,777778	185
20821326	20821440	15	7,666667	185
20826695	20826724	10	3,000000	51
20827619	20827776	71	2,291667	173
20827651	20827784	25	5,640000	93
20827790	20827830	6	6,833333	64
20831085	20831174	3	30,000000	180
20837296	20837361	30	2,200000	87
20837570	20837681	38	2,928571	104
20837725	20837887	61	2,672131	236
20839635	20839701	21	3,181818	100
20840073	20840103	11	2,750000	53
20842687	20842793	41	2,690476	150
20842741	20842798	31	1,903226	82
20844184	20844231	22	2,227273	89
20844185	20844237	19	2,727273	72
20850317	20850504	92	2,054348	297
20850536	20850601	34	1,941176	132
20850539	20850596	18	3,315789	68
20850556	20850673	53	2,226415	218
20850590	20850774	72	2,652778	283
20850590	20850754	19	9,238095	156
20850590	20850754	72	2,319444	298
20850906	20850931	13	2,000000	52
20852379	20852438	17	3,555556	59
20852380	20852506	34	3,657895	150
20852414	20852506	36	2,694444	149
20852415	20852472	16	3,444444	53
20852431	20852490	18	3,444444	61
20852675	20852819	35	4,121951	129
20861437	20861478	21	2,000000	84
20861582	20861617	16	2,312500	56
20863649	20863766	55	2,160714	166
20865786	20866074	49	5,938776	429
20865786	20866072	147	1,965986	461
20865793	20866060	98	2,744898	421
20868462	20868495	2	17,000000	59
20869910	20869936	9	3,000000	54
20871853	20871895	23	2,000000	56
20879991	20880044	27	2,000000	81
20880801	20880924	38	3,285714	101
20880877	20880975	43	2,363636	132
20881010	20881110	38	2,750000	104
20883797	20883855	29	2,206897	74
20883808	20883855	25	2,040000	66
20885674	20885856	100	1,890000	216
20891335	20891382	26	1,923077	64
20898824	20898860	17	2,176471	65
20902428	20902455	10	2,800000	56
20903171	20903204	17	2,058824	52
20904811	20904845	17	2,058824	52
20905351	20905441	47	1,957447	157
20912419	20912503	19	4,578948	84
20912422	20912503	37	2,216216	146
20914279	20914304	11	2,363636	52
20914407	20914439	2	17,000000	50
20915290	20916174	447	1,991051	1618
20916936	20916993	28	2,071429	116
20921563	20921599	3	12,000000	65
20921619	20921659	20	2,150000	59
20921752	20921795	3	14,250000	79
20921963	20922048	3	28,250000	163
20922349	20922384	5	7,400000	56
20934083	20934109	3	9,000000	54
20935385	20935543	3	53,333332	302
20949528	20949629	47	2,170213	204
20951791	20951819	2	14,500000	58
20952102	20952373	126	2,234375	285
20952205	20952434	60	3,742857	168
20952205	20952373	62	2,765625	175
20952532	20952699	61	2,784615	157
20953005	20953943	243	3,855513	811
20955234	20955281	15	3,250000	64
20955241	20955286	24	2,041667	71
20955551	20955594	22	2,181818	60
20955657	20955757	52	2,019231	129
20958648	20958907	99	2,630000	315
20958993	20959050	29	2,000000	107
20961328	20961374	21	2,318182	62
20961360	20961450	39	2,325000	137
20962124	20962249	63	2,015873	173
20962452	20962516	28	2,344828	69
20963182	20963244	28	2,285714	74
20963200	20963233	3	11,000000	59
20971868	20971995	45	2,795918	132
20971957	20971995	21	2,000000	57
20989089	20989159	24	2,862069	65
20991884	20991972	32	2,818182	92
20996499	20996618	59	2,033898	204
20999654	20999718	17	3,700000	78
20999681	20999764	31	2,750000	91
20999950	20999985	2	19,500000	51
21009425	21009450	12	2,166667	52
21009829	21010182	179	2,016760	632
21010340	21010509	50	3,509804	228
21019226	21019418	30	6,200000	184
21019226	21019418	61	3,117647	234
21019489	21019592	39	2,666667	208
21019489	21019586	17	5,227273	88
21019491	21019592	21	5,136364	112
21022767	21022826	25	2,440000	95
21022767	21022840	25	3,000000	87
21024566	21024600	12	2,916667	70
21035673	21035707	12	2,923077	54
21035677	21035704	13	2,153846	56
21037589	21037641	21	2,590909	56
21037667	21037726	28	2,250000	81
21037941	21037985	18	2,578947	58
21045517	21045557	20	2,050000	73
21051772	21051830	20	3,047619	79
21053347	21053393	17	2,944444	57
21062251	21062301	20	2,550000	93
21062410	21062553	48	3,020833	164
21062426	21062553	48	2,687500	159
21064117	21064172	22	2,590909	78
21064371	21064459	20	4,476191	81
21064371	21064460	41	2,243902	130
21065185	21065386	98	2,142857	222
21065641	21065761	45	2,688889	179
21065835	21065875	16	2,562500	55
21068481	21068537	22	2,695652	66
21068494	21068548	21	2,652174	69
21068539	21068564	2	13,000000	52
21068547	21068623	32	2,406250	136
21068653	21068696	19	2,333333	54
21068654	21068692	21	1,904762	62
21082894	21083035	45	3,106383	185
21083088	21083129	16	2,625000	57
21083290	21083355	20	3,300000	105
21083873	21083909	19	2,052632	60
21085388	21085417	9	3,333333	60
21085803	21085838	2	18,000000	72
21087184	21087230	23	2,043478	85
21093108	21093133	5	5,200000	52
21093516	21093588	36	2,027778	119
21100508	21100553	21	2,190476	65
21103603	21103650	22	2,304348	57
21103980	21104031	24	2,208333	61
21103989	21104041	27	2,000000	63
21104071	21104131	18	3,388889	68
21107033	21107099	34	2,000000	82
21107095	21107139	23	1,956522	72
21109828	21109937	53	2,075472	193
21111436	21111482	24	2,041667	71
21111645	21111690	17	2,705882	83
21111665	21111748	40	2,100000	150
21111681	21111749	23	3,260870	60
21111957	21112105	40	3,690476	156
21111965	21112116	82	1,878049	236
21112010	21112054	19	2,421053	65
21115961	21116029	30	2,333333	131
21121243	21121295	17	3,470588	55
21121248	21121301	28	1,964286	101
21121250	21121307	29	2,068965	93
21123208	21123293	42	2,047619	172
21129023	21129130	50	2,160000	198
21129983	21130091	14	8,000000	134
21137177	21137203	3	9,000000	54
21140880	21140936	3	19,000000	114
21141012	21141102	3	30,333334	182
21145051	21145161	55	2,018182	222
21148308	21148388	28	2,892857	144
21150762	21151052	40	7,285714	433
21151083	21151122	11	3,636364	53
21151129	21151277	48	3,120000	194
21154664	21154831	86	2,011628	265
21154890	21155015	64	2,000000	166
21156452	21156505	25	2,230769	58
21156492	21156565	6	12,571428	53
21156495	21156576	17	4,789474	85
21156500	21156565	17	3,882353	87
21156501	21156565	6	11,333333	55
21156582	21156654	37	2,000000	94
21156714	21156807	16	5,750000	88
21156716	21156811	6	16,571428	78
21156720	21156811	23	4,000000	150
21165176	21165263	40	2,250000	108
21172410	21172455	22	2,136364	67
21177764	21177801	19	2,052632	69
21178292	21178362	15	4,750000	54
21179768	21179808	18	2,350000	50
21180556	21180589	15	2,266667	50
21180558	21180638	42	1,976190	130
21186049	21186206	84	1,928571	279
21187836	21187975	35	4,000000	133
21187846	21188038	70	2,767123	185
21187881	21188038	34	4,526316	140
21187984	21188054	36	2,027778	101
21187996	21188068	37	2,081081	91
21188234	21188279	18	2,611111	58
21188234	21188276	18	2,444444	52
21188409	21188812	176	2,310735	544
21188512	21188815	104	2,901786	276
21188964	21189016	22	2,409091	79
21189229	21189452	118	1,949153	271
21189537	21189657	65	1,892308	174
21191397	21191540	41	3,465116	164
21191416	21191540	21	5,952381	151
21191421	21191540	42	2,857143	168
21191421	21191582	63	2,578125	182
21191554	21191688	21	6,333333	139
21191571	21191688	20	5,520000	103
21191571	21191688	42	2,795455	175
21194637	21194689	3	17,750000	63
21194757	21194801	18	2,578947	58
21196624	21196703	3	26,666666	151
21200391	21200419	15	1,933333	58
21200916	21200952	19	1,947368	56
21204400	21204425	12	2,166667	52
21208865	21209071	68	3,028986	369
21210897	21210930	4	8,200000	50
21211643	21211698	27	2,074074	94
21212164	21212199	18	2,111111	58
21212229	21212255	9	3,000000	54
21212862	21213186	179	1,849162	500
21214925	21215183	132	1,992424	373
21216249	21216283	2	17,500000	70
21230655	21230730	38	2,000000	152
21237444	21237475	2	17,000000	50
21239954	21239995	19	2,210526	84
21242050	21242182	33	3,923077	108
21242286	21242376	42	2,238095	116
21242532	21242942	51	8,052631	289
21242543	21242724	102	1,803922	224
21242659	21242797	25	5,464286	111
21242691	21242782	25	3,517241	89
21245047	21245150	37	2,837838	138
21245325	21245354	11	2,727273	51
21245747	21245784	20	1,900000	67
21245747	21245790	20	2,300000	65
21248575	21248605	2	15,500000	62
21261523	21261598	21	3,600000	52
21261543	21261610	18	3,333333	55
21264232	21264267	2	19,000000	58
21265231	21265264	1	34,000000	68
21265295	21265346	26	2,038461	88
21266497	21266534	16	2,437500	51
21268198	21268232	13	2,692308	52
21268199	21268236	16	2,437500	51
21268935	21268964	14	2,214286	53
21270621	21270657	19	1,947368	56
21272182	21272223	21	2,000000	57
21272245	21272290	16	3,062500	71
21272248	21272297	14	3,437500	55
21274166	21274197	16	2,000000	64
21274167	21274201	16	2,187500	61
21276147	21276236	3	30,000000	180
21276249	21276289	3	13,666667	82
21277375	21277499	62	2,048387	164
21277434	21277484	23	2,347826	63
21277442	21277479	19	2,105263	62
21279445	21280614	412	2,799097	1321
21279787	21280614	412	2,012136	1298
21280199	21282997	545	5,145683	4122
21283771	21283879	55	2,000000	211
21284586	21284669	26	3,214286	82
21284588	21284662	26	2,888889	89
21285933	21286057	62	2,016129	241
21294717	21294779	3	21,666666	94
21295062	21295096	17	2,058824	61
21297606	21297674	21	3,250000	52
21301343	21301383	19	2,210526	57
21301461	21301509	25	1,960000	71
21313565	21313612	22	2,272727	55
21318987	21319012	6	4,333333	52
21328732	21328764	15	2,266667	50
21333476	21333542	28	2,428571	118
21336780	21336850	24	2,960000	90
21339032	21339061	2	15,000000	60
21343538	21343583	20	2,350000	85
21345224	21345629	220	1,872727	626
21356350	21356388	13	3,076923	53
21356852	21356888	2	18,500000	56
21359894	21359942	24	2,041667	98
21361897	21361938	16	2,625000	66
21365036	21365100	32	2,031250	112
21370050	21370109	31	2,032258	81
21370525	21370581	24	2,375000	87
21371199	21371271	35	2,085714	128
21371199	21371285	35	2,500000	122
21374669	21374800	33	3,916667	133
21374822	21374878	24	2,400000	71
21382053	21382083	5	6,200000	53
21384628	21384713	42	2,047619	145
21385194	21385477	106	2,672727	482
21385482	21385542	25	2,440000	104
21387757	21387815	25	2,407408	68
21387772	21387815	15	2,937500	54
21387831	21387907	3	25,600000	77
21388173	21388199	13	2,076923	54
21389563	21389591	2	14,500000	58
21392313	21392374	26	2,384615	124
21393322	21393390	35	2,000000	104
21398154	21398278	63	2,047619	177
21398609	21398727	58	2,051724	202
21403479	21403517	2	19,500000	69
21404463	21404533	33	2,235294	85
21407101	21407126	2	13,000000	52
21411317	21411375	26	2,346154	77
21411351	21411418	26	2,642857	68
21415190	21415705	261	1,992337	923
21415965	21416036	38	2,000000	107
21420389	21420435	21	2,238095	94
21427196	21427256	17	3,272727	50
21428414	21428454	14	2,866667	55
21428550	21428595	22	2,181818	69
21428990	21429048	26	2,269231	82
21433935	21434009	35	2,228571	93
21435399	21435439	14	2,866667	55
21435534	21435579	22	2,181818	69
21435974	21436032	26	2,269231	82
21440700	21440934	125	1,896000	384
21440703	21440934	62	3,727273	328
21445169	21445317	48	3,122449	167
21445173	21445252	22	3,384615	70
21445192	21445282	25	3,607143	71
21445327	21445383	11	5,181818	69
21448313	21448355	23	1,956522	63
21452783	21452815	14	2,500000	52
21458288	21458479	62	3,095238	287
21458558	21458813	127	2,007813	458
21458651	21458721	35	2,000000	133
21458687	21459007	92	3,483871	543
21459126	21459302	89	2,000000	284
21459468	21459617	74	2,027027	246
21460291	21460335	10	4,363636	54
21460292	21460330	20	1,950000	60
21467045	21467114	35	2,000000	113
21468348	21468506	64	2,562500	220
21475325	21475406	36	2,333333	114
21476388	21476461	22	3,346154	57
21480946	21480974	2	14,500000	58
21485907	21485945	19	2,105263	53
21487739	21487779	20	2,100000	66
21487821	21487872	22	2,500000	65
21488613	21488666	17	3,157895	56
21488890	21488919	14	2,142857	51
21494349	21494375	12	2,250000	54
21500255	21500289	9	3,800000	52
21501566	21501842	78	3,551282	536
21504273	21504326	24	2,250000	81
21508892	21509017	34	3,705882	225
21508968	21509073	46	2,304348	185
21508980	21509051	22	3,160000	65
21509002	21509073	12	6,153846	60
21509814	21509852	14	2,647059	51
21511911	21511935	13	1,923077	50
21527418	21527462	24	1,916667	65
21527567	21527613	24	2,041667	71
21531591	21531636	16	2,823529	56
21531626	21531655	16	1,937500	53
21532142	21532186	12	3,750000	54
21532142	21532192	24	2,125000	66
21541260	21541294	17	2,058824	70
21547323	21547374	27	2,074074	67
21547794	21547845	24	2,166667	95
21548175	21548250	8	8,923077	71
21549344	21549384	21	1,952381	64
21550538	21550579	2	21,000000	59
21552927	21552971	6	8,166667	62
21552927	21552971	16	2,833333	58
21552927	21552970	10	4,333333	70
21553087	21553119	14	2,400000	50
21554251	21554293	16	2,812500	72
21560777	21560805	2	14,500000	58
21561267	21561337	14	5,200000	67
21561267	21561346	26	3,000000	142
21561876	21561904	12	2,500000	51
21562519	21562566	25	1,920000	60
21565589	21565623	18	1,944444	61
21573502	21573544	3	13,600000	68
21573502	21573544	22	1,954545	77
21576998	21577079	41	2,000000	164
21578228	21578268	20	2,150000	59
21579746	21579824	22	3,590909	104
21583275	21583354	3	26,666666	142
21586024	21586053	14	2,142857	60
21589274	21589372	45	2,195652	126
21598615	21598679	25	2,730769	66
21598675	21598758	18	4,631579	150
21606995	21607065	36	1,972222	124
21610004	21611363	100	13,650944	1274
21611386	21611859	99	4,764151	424
21611386	21611859	202	2,393204	520
21612135	21612167	12	2,833333	50
21612843	21612894	25	2,080000	86
21613891	21613921	15	2,066667	62
21616390	21616435	23	2,000000	92
21626477	21626517	17	2,411765	55
21626479	21626507	9	3,333333	51
21626901	21626989	14	6,357143	79
21627931	21627999	34	2,029412	138
21629800	21629846	22	2,136364	58
21632912	21632995	3	28,000000	168
21634119	21634187	27	2,655172	74
21636359	21636522	85	1,988235	212
21642001	21642108	23	4,592593	103
